"customer_number","status_1","customer_attention","customer_name","address_1","address_2","address_3","city","province","postal","country","phone","credit_limit","credit_available"
"261109","A","DEFAULT","PROPWORKS PROPELLER SYSTEMS","15357 - 114 AVENUE","","","EDMONTON","AB","T5M 3S9","CAN","780-457-1910","500","500"
"261110","3","DEFAULT","QSI INTERIORS LTD","10240 180 ST NW","","","EDMONTON","AB","T5S 1E2","CAN","780-489-4462","5000","4707"
"261114","5","DEFAULT","WILLOW CREEK MACHINE","1011 SLOMAN LN RR 1","","","WALLENSTEIN","ON","N0B 2S0","CAN","519-698-1174","5000","3170"
"261155","9","DEFAULT","CANADIAN TIRE #664 - BRANTFORD","30 LYNDEN RD","","","BRANTFORD","ON","N3R 8A4","CAN","519-751-2878","0","0"
"261189","9","DEFAULT","ALUMINIUM ANDRE GAGNON INC","1225 RANG DE LA RIVIERE NORD","","","ST-LIN LAURENTIDES","QC","J5M 1Y7","CAN","450-439-3324","0","0"
"261276","5","DEFAULT","BLUEWATER POWER DIST CORP","855 CONFEDERATION ST","","","SARNIA","ON","N7T 7L6","CAN","519-337-8201","1000","928"
"261283","9","DEFAULT","LESKOSKY FARMS","PO BOX 132","","","LUNDBRECK","AB","T0K 1H0","CAN","403-628-3782","0","0"
"261284","9","DEFAULT","VIPER CONCRETE 2000 LP","4 INDUSTRY WAY SE","","","CALGARY","AB","T3S 0A2","CAN","403-720-2212","0","0"
"261293","9","DEFAULT","LAMBTON SHORES MUNICIPALITY","BOX 340","","","GRAND BEND","ON","N0M 1T0","CAN","519-238-8461","0","0"
"261336","9","DEFAULT","B & B COWIE***ACCT CLOSED***","41 KINGSTON DR","","","RED DEER","AB","T4P 3P9","CAN","403-347-8095","0","0"
"261339","9","DEFAULT","GEMINI MOTORS LTD","26 MANITOU DR","","","KITCHENER","ON","N2C 1L1","CAN","519-894-2050","0","0"
"261340","A","DEFAULT","INT'L TIRE & SERVICE CENTRE","PO BOX 731","","","SARNIA","ON","N7T 7J7","CAN","519-332-1350","1000","1000"
"261342","3","DEFAULT","MCCAINE ELECTRIC EX","106 LOWSON CRES","","","WINNIPEG","MB","R3P 2H8","CAN","204-786-2435","1000","1000"
"261343","9","DEFAULT","STERICYCLE MONCTON","PO BOX 927","","","MONCTON","NB","E1C 8N8","CAN","506-855-4404","0","0"
"261344","9","DEFAULT","SQUAMISH NATION","320 SEYMOUR BLVD","","","NORTH VANCOUVER","BC","V7J 2J3","CAN","604-980-4553","0","0"
"261345","9","DEFAULT","ADLERS MAIN TILE***CLOSED***","PO BOX 47540","","","HAMILTON","ON","L8H 7S7","CAN","905-545-1141","0","0"
"261422","3","DEFAULT","OCEANVIEW CONTRACTING","85 52349 RR 215","","","SHERWOOD PARK","AB","T8E 1B5","CAN","780-446-3465","1500","1397"
"261429","9","DEFAULT","MAZERGROUP-HARTNEY EX","PO BOX 220","","","HARTNEY","MB","R0M 0X0","CAN","204-858-2000","0","0"
"261430","A","DEFAULT","BABCOCK WELD & FAB","1303 PLANK RD","","","SARNIA","ON","N7T 7H3","CAN","519-336-1990","3000","2325"
"261432","9","DEFAULT","C SCHULTZ ENTERPRISES LTD","952 BOULDER BLVD","","","STONY PLAIN","AB","T7Z 0E5","CAN","780-963-4456","0","0"
"261433","9","DEFAULT","D L SERVICES***ACCT CLOSED***","BOX 3014","","","BRIGHTON","ON","K0K 1H0","CAN","613-475-4155","0","0"
"261438","5","DEFAULT","IKM TESTING (CANADA) LTD","40 ST ANNE'S CRES","","","PARADISE","NL","A1L 1K1","CAN","709-782-5051","3000","3000"
"261440","9","DEFAULT","K SCRAP RESOURCES LTD","110 HILL AVE","","","WINDSOR","ON","N9C 3B8","CAN","519-254-5188","0","0"
"261444","A","DEFAULT","NCS INT'L CO","7635 TRANMERE DR","","","MISSISSAUGA","ON","L5S 1L4","CAN","905-654-0400","2500","1831"
"261446","3","DEFAULT","SPRING RIDGE HOLDINGS","PO BOX 2929","","","WAINWRIGHT","AB","T9W 1S8","CAN","780-842-6181","5000","3852"
"261447","9","DEFAULT","WINDSOR MANAGEMENT","RR 1","1720 NORTH TALBOT RD","","TECUMSEH","ON","N9A 6J3","CAN","519-737-7008","0","0"
"261533","5","DEFAULT","3-PHASE ELECTRICAL","859 ONTARIO ST","","","SARNIA","ON","N7T 1N1","CAN","519-344-6230","1500","1592"
"261534","9","DEFAULT","A & A DISPOSAL & ENVIRO SERV","PO BOX 21132","","","EDMONTON","AB","T6R 2V4","CAN","780-454-1886","0","0"
"261536","3","DEFAULT","ACADEMY CANADA - ST JOHN'S","37-45 HARDING RD","","","ST JOHN'S","NL","A1A 5T8","CAN","709-722-9151","1000","1000"
"261538","9","DEFAULT","CHAUFFAGE***ACCT CLOSED***","586 DU PHARE EST","","","MATANE","QC","G4W 1B1","CAN","418-562-5103","0","0"
"261540","9","DEFAULT","GYORI FARMS INC","714 COUNTY RD 50 WEST","RR3","","HARROW","ON","N0R 1G0","CAN","519-738-4934","0","0"
"261541","9","DEFAULT","MULDOWNEY HOLDINGS LTD","243039 16 STREET EAST","","","FOOTHILLS","AB","T1S 3L8","CAN","403-540-1400","0","0"
"261542","5","DEFAULT","P MACHIBRODA ENG LTD","806 - 48 STREET E","","","SASKATOON","SK","S7K 3Y4","CAN","306-665-8444","2500","2500"
"261543","9","DEFAULT","PRECISION CONTRACTORS LTD","PO BOX 10578 RPO 10","","","LLOYDMINSTER","AB","T9V 3A7","CAN","780-875-1962","0","0"
"261544","5","DEFAULT","CASCADIA METALS EX","SITE 410 BOX 7","RR 4 STN MAIN","","BRANDON","MB","R7A 5Y4","CAN","204-728-9484","2000","2147"
"261546","A","DEFAULT","SMITH CONTRACTING INC","6260 WESTAR DR","","","WINDSOR","ON","N9J 0B5","CAN","519-978-3111","1000","684"
"261547","9","DEFAULT","ODRA, LLC","705 SOUTH 48TH ST","","","GRAND FORKS","ND","58201","USA","204-697-2227","0","0"
"261549","5","DEFAULT","MCDOWELL BROTHERS INDUSTRIES","2018 KINGSWAY","","","SUDBURY","ON","P3B 4J8","CAN","705-566-8190","1000","171"
"261551","9","DEFAULT","PTI GROUP***ACCT CLOSED***","3790-98 ST","","","EDMONTON","AB","T6E 6B4","CAN","780-463-8872","0","0"
"261588","3","DEFAULT","GREIF KINGSTON","PO BOX 115","","","AUSTELL","GA","30168-0115","USA","613-548-3120","2500","1548"
"261601","A","DEFAULT","ECHAFAUDAGE INDUSTRIEL INC","2380 ALEXIS-LE-TROTTEUR","","","JONQUIERE","QC","G7X 0J7","CAN","418-548-3674","6000","5971"
"261612","9","DEFAULT","ALL RIGHT***ACCT CLOSED***","5208 - 26 STREET","","","LLOYDMINSTER","AB","T9V 2L4","CAN","780-872-5577","0","0"
"261613","9","DEFAULT","COMMUNITY SERVICES DEPT - NS","65 KING STREET, SUITE 101","","","DARTMOUTH","NS","B2Y 4C2","CAN","902-424-1600","0","0"
"261617","9","DEFAULT","PUBLIC STORAGE CANADIAN","PROPERTIES","1740 ARGENTIA ROAD","","MISSISSAUGA","ON","L5N 3K3","CAN","905-677-0363","0","0"
"261618","A","DEFAULT","DIXIN CONSTRUCTION LTD","1447 CHURCHILL RD","","","SARNIA","ON","N7T 7J9","CAN","519-344-1161","2000","1933"
"261619","9","DEFAULT","ACTION STEEL SALES(OKANAGAN)","2365 BARNES ST","","","PENTICTON","BC","V2A 7K6","CAN","250-492-7822","0","0"
"261622","9","DEFAULT","WOLSELEY CANADA INC","5340 WALKER RD","","","OLDCASTLE","ON","N0R 1L0","CAN","519-737-1263","0","0"
"261660","5","DEFAULT","ZAPCO WELDING & FABRICATING EX","309 MILBURN DR","","","VICTORIA","BC","V9C 1V3","CAN","250-474-0414","7500","1325"
"261718","A","DEFAULT","ARC ALLOY WELDING","PO BOX 188","500ZELMA ROAD","","COLONSAY","SK","S0K 0Z0","CAN","306-255-2112","3000","3000"
"261830","9","DEFAULT","DELTA BEAUSEJOUR","750 MAIN ST","","","MONCTON","NB","E1C 1E6","CAN","506-854-4344","0","0"
"261832","9","DEFAULT","MICROM MACHINING***CLOSED**","#25 683 DEASE RD","","","KELOWNA","BC","V1X 4A4","CAN","250-765-3539","0","0"
"261833","9","DEFAULT","PPG CANADA WINNIPEG","1060 ARLINGTON ST","","","WINNIPEG","MB","R3E 2G3","CAN","204-774-1611","0","0"
"261835","9","DEFAULT","TEAM*** ACCT CLOSED***","795 WILTON GROVE RD","","","LONDON","ON","N6N 1C7","CAN","519-453-2970","0","0"
"261838","9","DEFAULT","UTILITY STRUCTURES INC","61 BONGARD AVE","","","NEPEAN","ON","K2E 6V2","CAN","613-225-6398","0","0"
"261939","9","DEFAULT","ACADEMY***ACCT CLOSED***","25 PARK DR","","","CORNER BROOK","NL","A2H 4T4","CAN","709-637-2160","0","0"
"261943","9","DEFAULT","NDC DEV***ACCT CLOSED***","470 ROWNTREE DAIRY RD","","","VAUGHAN","ON","L4L 8H2","CAN","905-850-0974","0","0"
"261945","A","DEFAULT","SARNIA CABINET LTD","1321 PLANK RD","","","SARNIA","ON","N7T 7H3","CAN","519-336-6502","2000","2000"
"261947","3","DEFAULT","WALKER AGGREGATES COLLINGWOOD","PO BOX 340","","","COLLINGWOOD","ON","L9Y 3Z7","CAN","705-445-2300","2000","2000"
"262071","5","DEFAULT","BEE CLEAN WINNIPEG","375 NAIRN AVE","","","WINNIPEG","MB","R2L 0W8","CAN","204-668-4420","2000","2000"
"262087","9","DEFAULT","ACTIVE INDUSTRIAL S***CLOSED**","2155 NORTH TALBOT RD","","","WINDSOR","ON","N9A 6J3","CAN","519-737-1341","0","0"
"262089","9","DEFAULT","WASTE CONNECTIONS CANADA","5000 8TH CONC RR 3","","","MAIDSTONE","ON","N0R 1K0","CAN","519-737-2900","0","0"
"262090","9","DEFAULT","DON GIBBONS ENT LTD","PO BOX 424","","","ST MARY'S","NL","A0B 3B0","CAN","709-525-2610","0","0"
"262092","5","DEFAULT","PRIMEC CONTROLS CANADA CORP","PO BOX 355","","","ESTEVAN","SK","S4A 2A4","CAN","306-634-5304","45000","9161"
"262094","9","DEFAULT","OXFORD PROPERTIES TORONTO","315 & 325 FRONT ST W","","","TORONTO","ON","M5V 3A4","CAN","416-408-5551","0","0"
"262147","9","DEFAULT","SASK***ACCT CLOSED***","PO BOX 2045","","","NIPAWIN","SK","S0E 1E0","CAN","306-862-7340","0","0"
"262148","9","DEFAULT","SHOPPERS HOME HEALTH #8303","4619-91 AVE","","","EDMONTON","AB","T6B 2M7","CAN","780-468-4002","0","0"
"262150","9","DEFAULT","COLLINS BAY INST-M***CLOSED***","CORCAN SERVICES","1455 BATH RD  PO BOX 7500 STN MAIN","","KINGSTON","ON","K7L 5E6","CAN","613-536-6304","0","0"
"262161","5","DEFAULT","CUBEX LTD","42 ST PAUL BLVD","","","WEST ST PAUL","MB","R2P 2W5","CAN","204-336-0008","2000","1490"
"262171","5","DEFAULT","BEHLEN INDUSTRIES","927 DOUGLAS ST","","","BRANDON","MB","R7A 7B3","CAN","204-728-1188","5000","3189"
"262201","A","DEFAULT","BEECHY FARMING CO LTD","GD","","","BEECHY","SK","S0L 0C0","CAN","306-859-4606","3000","2915"
"262223","9","DEFAULT","ARMOUR STEEL SUPPLY LTD","50 DARTNELL RD","","","HAMILTON","ON","L8W 3N1","CAN","905-388-7751","0","0"
"262224","9","DEFAULT","ESSEX REGION CONSERVATION AUTH","#311","360 FAIRVIEW AVE W","","ESSEX","ON","N8M 1Y6","CAN","519-776-5209","0","0"
"262225","9","DEFAULT","FITNESS***ACCT CLOSED***","13777-103 AVE","","","SURREY","BC","V3T 5B5","CAN","604-581-4447","0","0"
"262227","5","DEFAULT","KATOEN NATIE CANADA INC","475 HILL ST","","","CORUNNA","ON","N0N 1G0","CAN","519-862-1481","2000","2000"
"262231","9","DEFAULT","SOBEYS CAPITAL I***CLOSED***","115 KING ST","","","STELLARTON","NS","B0K 1S0","CAN","902-752-8371","0","0"
"262232","9","DEFAULT","VI-LUX***ACCT CLOSED***","105 RICHMOND BLVD","ATT:LISA MC CANCE","","NAPANEE","ON","K7R 3Z8","CAN","613-354-4830","0","0"
"262233","9","DEFAULT","AGATHA EXCAVATORS LTD","#10 50 DELTA PARK BLVD","","","BRAMPTON","ON","L6T 5E8","CAN","905-791-0100","0","0"
"262234","A","DEFAULT","DELGROVE ENTERPRISES INC","#10 50 DELTA PARK BLVD","","","BRAMPTON","ON","L6T 5E8","CAN","905-791-0100","1500","1366"
"262293","A","DEFAULT","SCOTT'S 24 HOUR TOWING","PO BOX 1628","919 HALLE ST","","HEARST","ON","P0L 1N0","CAN","705-362-5732","1500","1500"
"262458","9","DEFAULT","ACE RIVET & FASTENER INC","34 STRATHERN AVE","","","BRAMPTON","ON","L6T 4L8","CAN","905-792-2255","0","0"
"262459","9","DEFAULT","CASTLEHILL DEVELOPMENT LTD","3480 JOSEPH HOWE DRIVE - 5TH FLOOR","","","HALIFAX","NS","B3L 4H7","CAN","902-457-6676","0","0"
"262463","9","DEFAULT","PATTERN EQUIP & PROTOTYPE INTL","5455 OUTER DR","RR 1","","WINDSOR","ON","N9A 6T3","CAN","519-737-9678","0","0"
"262465","9","DEFAULT","POLYGON CONSTRUCTION MANAGEMEN","900 1333 WEST BROADWAY","","","VANCOUVER","BC","V6H 4C2","CAN","604-877-1131","0","0"
"262467","9","DEFAULT","PRESTIGE FAB**ACCT CLOSED**","18222 72 AVE","","","SURREY","BC","V4N 3G6","CAN","604-308-2356","0","0"
"262470","A","DEFAULT","T3 PUMP TECHNOLOGY INC","9425-47 ST","ATT:TERRY","","EDMONTON","AB","T6B 2R7","CAN","780-466-6316","1500","1221"
"262472","9","DEFAULT","WINROC WINNIPEG EX","1122 KENASTON BLVD","","","WINNIPEG","MB","R3P 0R7","CAN","204-488-4477","0","0"
"262487","9","DEFAULT","DRIVE PRODUCTS MISSISSAUGA","1665 SHAWSON DR","","","MISSISSAUGA","ON","L4W 1T7","CAN","905-564-5800","0","0"
"262529","A","DEFAULT","TST - CF EXPRESSS","1740 COMSTOCK RD","","","OTTAWA","ON","K1B 5L2","CAN","613-244-3535","1000","1000"
"262540","9","DEFAULT","CHEMFAB INDUSTRIES INC","466 POLYMOORE DR","","","CORUNNA","ON","N0N 1G0","CAN","519-862-1433","0","0"
"262541","9","DEFAULT","G W ANGLIN MFG INC","220 PATILLO RD","","","TECUMSEH","ON","N8N 2L9","CAN","519-727-4398","0","0"
"262542","9","DEFAULT","MAUSER CANADA LTD BURLINGTON","1121 PIONEER RD","","","BURLINGTON","ON","L7M 1K5","CAN","905-332-4800","0","0"
"262543","9","DEFAULT","MCKENZIE***ACCT CLOSED***","40 MCKENZIE TOWNE BLVD SE","","","CALGARY","AB","T2Z 4Y5","CAN","403-781-6612","0","0"
"262544","9","DEFAULT","MELVILLE CITY OF","PO BOX 1240","","","MELVILLE","SK","S0A 2P0","CAN","306-728-6840","0","0"
"262668","9","DEFAULT","MAERSK DISTRIBUTION CANADA INC","8400 RIVER RD","","","DELTA","BC","V4G 1B5","CAN","604-940-1357","0","0"
"262669","9","DEFAULT","TRUCK ZONE***ACCTS CLOSED***","8401-112ND ST","","","GRANDE PRAIRIE","AB","T8V 6A4","CAN","780-532-0395","0","0"
"262670","9","DEFAULT","CAM TRAN***ACCT CLOSED***","203 PURDY RD","","","COLBORNE","ON","K0K 1S0","CAN","905-355-3224","0","0"
"262820","9","DEFAULT","RED DOG***ACCT CLOSED***","PO BOX 1085","","","ESTEVAN","SK","S4A 2H7","CAN","306-634-8311","0","0"
"262826","5","DEFAULT","TAMAR BLDG PRODUCTS (1981)","3957 WALKER RD","","","WINDSOR","ON","N8W 3T4","CAN","519-969-7060","5000","5000"
"262829","9","DEFAULT","VALENTE CONSTRUCTION","23-B, 25 AMY CROFT","","","TECUMSEH","ON","N9K 1C7","CAN","519-735-2237","0","0"
"262835","A","DEFAULT","GRANDWEST ENTERPRISES INC","815 CIRCLE DRIVE E","","","SASKATOON","SK","S7K 3S4","CAN","306-665-7755","2000","2000"
"262836","9","DEFAULT","GOLF LE***ACCT CLOSED***","650 GRANDE-ALLEE","ATT/GARAGE","","MONT-TREMBLANT","QC","J8E 2L8","CAN","819-425-9486","0","0"
"262838","9","DEFAULT","REGION OF QUEENS MUNICIPALITY","PO BOX 1264","249 WHITE POINT RD","","LIVERPOOL","NS","B0T 1K0","CAN","902-354-3453","0","0"
"262839","9","DEFAULT","BURLINGTON GOLF & COUNTRY CLUB","422 NORTH SHORE BLVD E","","","BURLINGTON","ON","L7T 3Z9","CAN","905-634-7726","0","0"
"262976","9","DEFAULT","RAMJET CONTRACTING LTD","525 7 AVE","","","REGINA","SK","S4N 0G5","CAN","306-789-6199","0","0"
"262991","5","DEFAULT","SOO FOUNDRY & MACHINE","215 DRIVE INN ROAD","","","SAULT STE MARIE","ON","P6B 5X5","CAN","705-256-7456","5000","4598"
"263021","9","DEFAULT","DAVID G BEITH**ACCT CLOSED**","RR 1","","","DESBARATS","ON","P0R 1E0","CAN","705-782-6619","0","0"
"263024","9","DEFAULT","GROOT BRO***ACCT CLOSED***","BOX 320","","","HOUSTON","BC","V0J 1Z0","CAN","250-845-0093","0","0"
"263026","5","DEFAULT","SIERRA LANDSCAPING LTD","11190 DELDOR RD","","","WINFIELD","BC","V4V 1V8","CAN","250-212-4700","2000","1844"
"263027","9","DEFAULT","NORELCO CABINETS LTD","1-677 WILLOW PARK RD","","","KELOWNA","BC","V1X 5H9","CAN","250-765-2121","0","0"
"263028","A","DEFAULT","DIEFFENBACHER N. AMERICA","9495 TWIN OAKS DR","","","WINDSOR","ON","N8N 5B8","CAN","519-979-6937","1500","1291"
"263030","A","DEFAULT","GH EQUIPMENT LTD","10150 NORTH KELLY RD","","","PRINCE GEORGE","BC","V2K 5V3","CAN","250-962-8645","1000","1000"
"263144","9","DEFAULT","AGECARE INVESTMENTS LTD","19655 WALDEN BLVD SE","","","CALGARY","AB","T2X 0N7","CAN","403-527-7892","0","0"
"263145","9","DEFAULT","APTOMAX","PO BOX 1686","","","ATHABASCA","AB","T9S 2B4","CAN","780-675-1933","0","0"
"263146","5","DEFAULT","SAX ELECTRICAL SERVICES LTD","41 TORO RD","","","TORONTO","ON","M3J 2A4","CAN","416-741-7905","3000","3000"
"263147","5","DEFAULT","EMTERRA ENVIRO BRAMPTON","8 BRANWIN CRT","","","BRAMPTON","ON","L6T 5G2","CAN","905-487-2824","2000","2000"
"263148","9","DEFAULT","J & S TRUCK & TRAILER REPAIR","PO BOX 9098","","","GRANDE PRAIRIE","AB","T8V 4N2","CAN","780-538-4371","0","0"
"263151","9","DEFAULT","MOLONEY***ACCT CLOSED***","120 DIAMOND AVE","PO BOX 3968 STN MAIN","","SPRUCE GROVE","AB","T7X 3B2","CAN","780-962-4567","0","0"
"263182","9","DEFAULT","BROWNLEY FARMS","BOX 2131","","","ANGUS","ON","L0M 1B0","CAN","705-424-2858","0","0"
"263216","9","DEFAULT","GUILLEVIN INT'L CAMPBELL RIVER","1690G MAPLE ST","","","CAMPBELL RIVER","BC","V9W 3G2","CAN","250-286-1055","0","0"
"263221","5","DEFAULT","GASTALDO CONCRETE LTD","482 FRASERVIEW PLACE","","","DELTA","BC","V3M 6H4","CAN","604-525-3636","1500","1500"
"263223","9","DEFAULT","LAEBON DEVELOPMENTS","289 BURNT PARK DR","","","RED DEER COUNTY","AB","T4S 2L4","CAN","403-346-7273","0","0"
"263225","9","DEFAULT","PRESTRESSED SYSTEMS INC","4955 WALKER RD","","","WINDSOR","ON","N9A 6J3","CAN","519-737-1216","0","0"
"263226","5","DEFAULT","PATERSON GLOBAL FOODS INC","22 FL 333 MAIN ST","CROPS INPUTS DIV","","WINNIPEG","MB","R3C 4E2","CAN","204-956-2090","7000","7000"
"263228","5","DEFAULT","RAVEN ROOFING LTD - REGINA  EX","PO BOX 4733, STN MAIN","","","REGINA","SK","S4P 3Y4","CAN","306-352-4322","1000","1000"
"263229","9","DEFAULT","OWEN SOUND TRANS CO***CLOSED**","RR 5, HWY 6 & 21","","","OWEN SOUND","ON","N4K 5N7","CAN","519-376-8740","0","0"
"263231","A","DEFAULT","STERLING FUELS LIMITED","3665 RUSSELL ST","","","WINDSOR","ON","N9C 1E9","CAN","519-253-4694","5000","4366"
"263232","3","DEFAULT","PARADISE TOWN OF","28 MCNAMARA DR","","","PARADISE","NL","A1L 0A6","CAN","709-782-1400","5000","4138"
"263233","9","DEFAULT","KEN-CO***ACCT CLOSED***","15202-101 ST","","","GRANDE PRAIRIE","AB","T8V 0P7","CAN","780-532-9996","0","0"
"263234","5","DEFAULT","TRINITY MTNCE SOLUTIONS","BOX 2070","","","STELLARTON","NS","B0K 1S0","CAN","902-396-4333","5000","244"
"263235","9","DEFAULT","TERRAMAX SITEWORK LTD","OPERATION DIRT (2006) INC","390 HENDERSON DR","","REGINA","SK","S4N 5W9","CAN","306-781-4089","0","0"
"263383","9","DEFAULT","QUICK WAY ELECTRICAL (1999)LTD","127 SOUTHWEST DR SW","","","MEDICINE HAT","AB","T1A 8E8","CAN","403-526-0688","0","0"
"263494","3","DEFAULT","HONEYWOOD TIRECRAFT","43 DUNLOP PLACE RR 3","","","STRATFORD","ON","N5A 6S4","CAN","519-273-3111","3000","3000"
"263501","A","DEFAULT","DON'S RADIATORS LTD","3220 12 AVE N","","","LETHBRIDGE","AB","T1H 5V1","CAN","403-329-6969","1000","933"
"263505","9","DEFAULT","HMS LIFT INC","PO BOX 749","","","ST GEORGE","ON","N0E 1N0","CAN","519-448-1055","0","0"
"263506","A","DEFAULT","DALE THACKER SPECIALTY CROPS","PO BOX 369","","","BOW ISLAND","AB","T0K 0G0","CAN","403-545-6122","7000","6854"
"263507","9","DEFAULT","LYNN THACKER***ACCT CLOSED***","PO BOX 719","","","BOW ISLAND","AB","T0K 0G0","CAN","403-545-6565","0","0"
"263508","A","DEFAULT","JB ALUMINUM PRODUCTS LTD","11461 AIRPORT RD","","","BRAMPTON","ON","L6P 0X9","CAN","905-799-0596","8000","6664"
"263511","A","DEFAULT","PANDA ENVIRONMENTAL SERVICES","13 CENTENNIAL RD","","","KITCHENER","ON","N2B 3E9","CAN","519-241-2100","2000","2000"
"263512","9","DEFAULT","SPECIALTY WIRE & CABLE INC","6423 35 ST SE","","","CALGARY","AB","T2C 1N2","CAN","403-275-1775","0","0"
"263513","9","DEFAULT","TORUS CONSTRUCTION CORPORATION","78 BENTLEY AVE","","","NEPEAN","ON","K2E 6T9","CAN","613-226-7444","0","0"
"263693","9","DEFAULT","NATURAL BAKERY LT***CLOSED***","769 HENRY AVE","","","WINNIPEG","MB","R3E 1V2","CAN","204-783-7344","0","0"
"263696","A","DEFAULT","PRINCE ALBERT #461 RM OF","RR#2 SITE 4 COMP 112","","","PRINCE ALBERT","SK","S6V 5P9","CAN","306-763-2469","5000","4804"
"263700","9","DEFAULT","DON HEARN & SONS INC","PO BOX 142","","","AMHERSTBURG","ON","N9V 2Z3","CAN","519-736-8880","0","0"
"263708","9","DEFAULT","FINI AVANT ***ACCT CLOSED***","1267 ROUTE 317","","","RIPON","QC","J0V 1V0","CAN","819-983-1176","0","0"
"263721","9","DEFAULT","BELFORM INSULATION","4231 BLAKIE ROAD","","","LONDON","ON","N6L 1B8","CAN","519-000-0000","0","0"
"263789","9","DEFAULT","GASTON CELLARD**ACCT CLOSED**","1 RUE CELLARD","","","POINTE-A-LA-GARDE","QC","G0C 2M0","CAN","418-788-5202","0","0"
"263791","5","DEFAULT","CHRISTIE FARMS","PO BOX 482","","","MAPLE CREEK","SK","S0N 1N0","CAN","306-662-2986","600","600"
"263793","A","DEFAULT","TRIPLE M FARMS (MIYANAGA)","PO BOX 4735","","","TABER","AB","T1G 2E1","CAN","403-382-1522","2500","2110"
"263808","9","DEFAULT","BHBSS AP GENERAL NONPO","COST CENTER 140817201","BOX 702, 5525 WEST BLVD","","VANCOUVER","BC","V6M 3W6","CAN","780-875-7333","0","0"
"263809","9","DEFAULT","MISSISSAUGA GOLF & C C","1725 MISSISSAUGA RD","","","MISSISSAUGA","ON","L5H 2K4","CAN","905-278-4857","0","0"
"263810","A","DEFAULT","ENG-TECH CONSULTING LTD","420 TURENNE ST","","","WINNIPEG","MB","R2J 3W8","CAN","204-233-1694","5000","4915"
"263811","9","DEFAULT","ELBOW SPRINGS GOLF CLUB","240086 LOTT CREEK BLVD","","","CALGARY","AB","T3Z 2V4","CAN","403-246-2828","0","0"
"263812","9","DEFAULT","AALL STAR***ACCT CLOSED***","1570 BLAIR RD","","","GLOUCESTER","ON","K1B 3K7","CAN","613-745-0042","0","0"
"263835","A","DEFAULT","STP ROTOMACHINERIE INC","120 RUE DES PME","","","SHERBROOKE","QC","J1C 0R2","CAN","819-846-2787","4000","3766"
"263856","9","DEFAULT","AGRISAN SC PHARMA","451 SMITH ST","BOX 69","","ARTHUR","ON","N0G 1A0","CAN","519-848-2453","0","0"
"264011","9","DEFAULT","LARABE FARMS INC","PO BOX 98","","","PORTREEVE","SK","S0N 2A0","CAN","306-689-2705","0","0"
"264070","9","DEFAULT","THE ROOMS ST JOHNS","PO BOX 1800 STN C","","","ST JOHNS","NL","A1C 5P9","CAN","709-729-4454","0","0"
"264072","5","DEFAULT","TRANS EAST TRAILERS MONCTON","65 COMMERCE STREET","","","MONCTON","NB","E1H 2G1","CAN","506-854-2225","2000","1934"
"264075","9","DEFAULT","CAL CAM FARMS***CLOSED***","PO BOX 1060 STN MAIN","","","BROOKS","AB","T1R 1B9","CAN","403-362-7949","0","0"
"264076","9","DEFAULT","C & R EQUIPMENT**CLOSED***","586 KYLEMORE AVE","","","WINNIPEG","MB","R3L 1B6","CAN","204-290-2077","0","0"
"264079","5","DEFAULT","THERMO KING EASTERN CANADA","6243 NETHERHART RD","","","MISSISSAUGA","ON","L5T 1G5","CAN","905-564-2800","3000","935"
"264081","9","DEFAULT","MELOCHE WINDOWS***ACCT CLOSED*","6140 MORTON IND PKWY","","","WINDSOR","ON","N9J 3W3","CAN","519-734-1952","0","0"
"264082","A","DEFAULT","ST CLAIR AUTO REPAIR LTD","856 CONFEDERATION ST","","","SARNIA","ON","N7T 2E5","CAN","519-337-3842","1000","1000"
"264083","9","DEFAULT","SALIT STEEL***ACCT CLOSED***","222 BASELINE RD E","","","BOWMANVILLE","ON","L1C 1A4","CAN","905-623-5544","0","0"
"264084","A","DEFAULT","SCARBORO GOLF CLUB","321 SCARBOROUGH GOLF CLUB RD","","","TORONTO","ON","M1J 3H2","CAN","416-266-4546","2000","2310"
"264085","9","DEFAULT","WALMSLEY BROS LTD","1796 COMMISSIONERS RD E","","","LONDON","ON","N6M 1E7","CAN","519-455-0630","0","0"
"264086","9","DEFAULT","COMPONENTS COMPANY INC","3320 INTERTECH DR","","","BROOKFIELD","WI","53045","USA","262-790-6868","0","0"
"264087","A","DEFAULT","CLOVERVIEW FARMS LTD","1011 MERESA RD 10","","","STAPLES","ON","N0P 2J0","CAN","519-324-0829","1500","1500"
"264091","5","DEFAULT","EXECUTIVE FIRE & SAFETY","223-12448, 82ND AVE","","","SURREY","BC","V3W 3C9","CAN","604-590-2229","500","500"
